ticker,date,ebitda,earningsPerShare,profitMargin,beta,revenue,targetPrice
INO,2024-12-05,-114988248,-4.43,,0.833,591858,10.66667
INOD,2024-12-05,17779000,0.61,0.14568,2.298,137392992,46.33333
INSE,2024-12-05,72100000,-0.01,-0.00101,1.397,297900000,14.8
INSG,2024-12-05,-17123000,-1.02,-0.20447999,1.602,195495008,16.0
INSM,2024-12-05,-695056000,-5.55,-2.52009,1.12,342958016,89.39824
INSP,2024-12-05,18385000,1.1,0.04374,1.358,755593984,239.6
INSW,2024-12-05,605356992,10.33,0.50908,-0.072,1007734016,65.375
INTA,2024-12-05,-12112000,-0.29,-0.04739,0.643,447752992,61.77778
INTC,2024-12-05,10439000064,-3.74,-0.29423,1.026,54246998016,24.53412
INTG,2024-12-05,7774000,-4.02,-0.16851,0.318,58140000,
INTJ,2024-12-05,7061311,0.02,0.32391998,,18314660,
INTR,2024-12-05,,0.3,0.16473,1.525,3833328896,7.79533
INTS,2024-12-05,,-1.07,,,,12.0
INTT,2024-12-05,7276000,0.22,0.0233,1.922,121971000,11.5
INTU,2024-12-05,4496000000,10.28,0.18195,1.246,16284999680,724.9162
INTZ,2024-12-05,-7899000,-2.82,-1.80848,0.515,5425000,6.0
INUV,2024-12-05,-4646264,-0.06,-0.09215,1.148,80645464,0.95
INV,2024-12-05,,-0.65,,0.002,945000,
INVA,2024-12-05,221190000,0.8,0.18311001,0.568,352744992,19.0
INVE,2024-12-05,-12727000,-0.74,0.70594,1.346,104217000,7.16667
INVX,2024-12-05,98130000,4.48,0.23372999,,543305984,21.0
INVZ,2024-12-05,-110041000,-0.64,,1.036,32121000,1.76667
INZY,2024-12-05,-98893000,-1.55,,1.54,,18.75
IOBT,2024-12-05,-93157000,-1.29,,0.419,,9.0
IONQ,2024-12-05,-194644000,-0.82,,1.89,37469000,18.58
IONS,2024-12-05,-336270016,-2.44,-0.4468,0.392,803067008,61.198
IOSP,2024-12-05,240300000,5.73,0.07676,1.068,1873299968,132.5
IOT,2024-12-05,-215899008,-0.49,-0.24189,1.521,1094736000,50.20294
IOVA,2024-12-05,-408321984,-1.48,,0.594,90858000,23.76923
IP,2024-12-05,1955000064,1.17,0.02253,0.988,18639998976,56.19
IPA,2024-12-05,-11505000,-0.76,-1.1522,0.273,24093000,6.0
IPAR,2024-12-05,280427008,4.67,0.10604999,1.173,1419559936,142.6
IPDN,2024-12-05,-2936771,-0.22,-0.43372002,1.163,7319905,
IPG,2024-12-05,1732099968,2.12,0.086540006,1.09,9338900480,32.2275
IPGP,2024-12-05,93483000,-3.33,-0.14199,0.985,1041689984,85.4
IPI,2024-12-05,35844000,-3.38,-0.20878,2.185,206359008,19.0
IPSC,2024-12-05,-117932000,-1.83,,1.42,2684000,9.66667
IPW,2024-12-05,-166667,-0.07,-0.01775,4.073,86071488,
IPWR,2024-12-05,-10423470,-1.38,,1.092,143110,
IPXX,2024-12-05,,,,,,
IPXXU,2024-12-05,,,,,,
IQV,2024-12-05,2827000064,7.62,0.09174,1.513,15315000320,251.31348
IR,2024-12-05,1901100032,2.05,0.11715999,1.422,7157799936,107.82
IRBT,2024-12-05,45473000,-4.62,0.01942,1.188,1564987008,11.47
IRD,2024-12-05,-29466500,-1.09,,,8381000,10.5
IRDM,2024-12-05,401832000,0.93,0.14088,0.645,812430976,40.5
IREN,2024-12-05,23258000,-0.48,-0.1534,3.399,188758000,17.94444
IRIX,2024-12-05,-10083000,-0.67,-0.22787,,48431000,
IRMD,2024-12-05,22152508,1.46,0.26123,0.799,71305128,60.0
IROH,2024-12-05,,0.16,,,,
IRON,2024-12-05,-124712000,-3.95,,,,92.75
IROQ,2024-12-05,,0.62,0.08721,0.531,22441000,
IRTC,2024-12-05,-90648000,-4.85,-0.26900998,1.229,560025024,97.25
IRWD,2024-12-05,97401000,-0.01,-0.00651,0.475,378417984,12.5
ISDR,2024-12-05,3595000,-0.35,-0.04543,0.77,29141000,13.0
ISPC,2024-12-05,-9505241,-18.12,-0.91657996,1.593,10390702,
ISPO,2024-12-05,-29402000,-3.16,-0.041389998,-0.145,287451008,
ISPR,2024-12-05,-17627482,-0.35,-0.12819,,148382352,9.5
ISRG,2024-12-05,2505100032,6.21,0.28513,1.389,7866899968,544.62
ISRL,2024-12-05,,0.3,,,,
ISSC,2024-12-05,10971113,0.38,0.14402,1.074,44805808,10.1
ISTR,2024-12-05,,1.79,0.21375,0.766,82729000,25.25
IT,2024-12-05,1298909952,13.53,0.1733,1.322,6138409984,544.612
ITCI,2024-12-05,-121086000,-0.87,-0.14073,0.973,613728000,101.86667
ITGR,2024-12-05,328622016,3.33,0.066300005,1.089,1712620032,143.0
ITIC,2024-12-05,39055000,15.09,0.11844,0.77,241018000,
ITOS,2024-12-05,-144951008,-3.14,,1.39,35000000,34.5
ITP,2024-12-05,5825216,-0.98,-0.14007,-0.16,69849792,
ITRG,2024-12-05,-23849124,-0.33,,1.378,,3.75
ITRI,2024-12-05,310631008,4.87,0.093710005,1.466,2405146112,127.23077
ITRM,2024-12-05,-37364000,-1.76,,2.248,,7.5
ITRN,2024-12-05,89840000,2.61,0.15421,1.147,328756000,36.85
ITT,2024-12-05,721600000,5.85,0.13674,1.413,3530800128,165.7
ITW,2024-12-05,4652000256,11.56,0.21663,1.109,15948999680,260.05212
IVAC,2024-12-05,-8103000,-0.37,-0.13554,,65569000,7.0
IVCA,2024-12-05,,0.23,,-0.001,,
IVCB,2024-12-05,,2.03,,0.004,,
IVCP,2024-12-05,,-0.02,,0.019,,
IVDA,2024-12-05,-3686546,-1.58,-0.93391,1.105,3779754,
IVP,2024-12-05,-7527376,-224.25,-1.09979,,17125400,
IVVD,2024-12-05,-210659008,-1.95,,0.656,2264000,6.51
IVZ,2024-12-05,1053000000,-0.91,-0.030030001,1.424,5887399936,19.14062
IXHL,2024-12-05,-18504000,-1.36,,2.212,12000,
IZEA,2024-12-05,-11383167,-0.91,-0.2732,1.58,32834516,8.75
IZM,2024-12-05,-1243235,-0.22,-0.01277,,177933888,
IZTC,2024-12-05,-4675055,-0.63,,,-700,
J,2024-12-05,1476304000,4.79,0.03717,0.702,16948610048,152.16309
JACK,2024-12-05,314345984,-1.87,-0.023039998,1.946,1594540032,53.57895
JAGX,2024-12-05,-29431000,20.2,,0.883,10185000,6.0
JAKK,2024-12-05,49153000,2.89,0.04677,2.322,687697024,42.33333
JAMF,2024-12-05,-8790000,-0.55,-0.11289,0.421,615070016,22.88889
JANX,2024-12-05,-83883000,-1.17,,3.517,13049000,91.63636
JAZZ,2024-12-05,1518480000,7.06,0.116000004,0.573,3992711936,177.52632
JBDI,2024-12-05,-67000,-0.05,-0.103999995,,9394000,
JBHT,2024-12-05,1577556992,5.5,0.046469998,1.141,12244555776,191.81818
JBI,2024-12-05,245700000,0.72,0.10614,0.919,996800000,9.0
JBL,2024-12-05,2143000064,11.17,0.048060004,1.245,28882999296,146.12875
JBLU,2024-12-05,436000000,-2.48,-0.09156,1.926,9326999552,6.06071
JBSS,2024-12-05,99370000,4.64,0.04899,0.105,1108873984,
JBT,2024-12-05,266600000,4.48,0.10248,1.226,1692999936,117.0
JCI,2024-12-05,3232000000,2.08,0.07429,1.306,22951999488,87.59636
JCSE,2024-12-05,2213000,0.12,0.04198,-0.289,19960000,
JCTC,2024-12-05,-697074,0.21,0.02477,0.366,48553696,
JDZG,2024-12-05,11757803,0.06,0.60904,,15571322,
JEF,2024-12-05,,2.34,0.0933,1.292,6250606080,75.5
JELD,2024-12-05,186112992,-1.67,-0.03983,2.26,3900922880,12.2
JFBR,2024-12-05,-3383000,-93.21,-0.53871,2.103,12335000,
JHG,2024-12-05,612700032,2.53,0.17502001,1.473,2333400064,41.85833
JILL,2024-12-05,108499000,2.82,0.06716,0.612,614539008,36.4
JJSF,2024-12-05,188146000,4.46,0.054959998,,1574754944,187.25
JKHY,2024-12-05,571171968,5.46,0.17785999,0.636,2245157120,192.92857
JL,2024-12-05,528065,0.03,0.027609998,,28378668,
JLL,2024-12-05,1172199936,9.88,0.021240002,1.37,22503399424,294.125
JMSB,2024-12-05,,1.18,0.31743,0.672,53070000,
JNJ,2024-12-05,30051999744,6.05,0.16744,0.518,87695998976,174.8887
JNPR,2024-12-05,498500000,0.76,0.0497,0.921,5034299904,39.7
JNVR,2024-12-05,-3563831,-0.32,-1.8769901,,1820969,
JOB,2024-12-05,-662000,-0.2,-0.17662,0.481,122402000,
JOBY,2024-12-05,-540884992,-0.7,,1.972,1113000,7.46875
JOE,2024-12-05,132693000,1.17,0.17774001,1.268,385140992,
JOUT,2024-12-05,-8056000,-0.83,-0.01418,0.709,583316992,52.0
JPM,2024-12-05,,17.99,0.33163,1.091,162148007936,243.106
JRSH,2024-12-05,-41864,-0.29,-0.03118,0.8,123387400,4.5
JRVR,2024-12-05,55069668,0.25,-0.20897,0.177,796817024,8.15
JSPR,2024-12-05,-67268000,-4.75,,2.199,,69.5
JTAI,2024-12-05,-13709647,-191.17,-0.95988,0.324,14478722,20.0
JUNE,2024-12-05,-1027281,-0.08,-0.29448,,2903179,
JVA,2024-12-05,2142514,0.2,0.01477,1.341,76111696,
JVSA,2024-12-05,,0.18,,,,
JWEL,2024-12-05,-10615414,-5.38,-0.071669996,0.37,160009296,
JWN,2024-12-05,1154000000,1.58,0.01897,2.598,14968999936,23.92308
JXJT,2024-12-05,3677658,0.48,0.09559,0.962,31840588,
JXN,2024-12-05,,-11.55,-0.23926,1.486,4004000000,101.2
JYD,2024-12-05,-66357160,-0.43,-0.11145,,598990464,
JYNT,2024-12-05,8716160,-1.14,-0.13954,1.577,120795616,16.375
JZXN,2024-12-05,-19203780,10.09,-2.45348,2.017,7597423,
K,2024-12-05,2032000000,2.99,0.07852,0.395,12798999552,81.015
KACL,2024-12-05,,0.03,,-0.056,,
KAI,2024-12-05,226764000,9.78,0.11118,1.211,1034033024,325.0
KALA,2024-12-05,-40978000,-11.67,,-2.142,,15.0
KALU,2024-12-05,206000000,2.9,0.01587,1.309,2980300032,81.0
KALV,2024-12-05,-154720000,-3.57,,0.913,,29.16667
KAPA,2024-12-05,-1730000,-0.21,,,,9.0
KAR,2024-12-05,353300000,0.18,0.042600002,1.454,1687800064,21.5
KARO,2024-12-05,1714500992,1.5,0.19283001,1.013,4357057024,784.1345
KAVL,2024-12-05,-5642855,-2.49,-0.75065005,0.187,10108906,
KBH,2024-12-05,806252032,7.79,0.09308,1.815,6604174848,85.73077
KBR,2024-12-05,647000000,2.36,0.04354,0.892,7350000128,76.7
KD,2024-12-05,1034000000,-0.38,-0.00582,1.719,15299000320,38.4
KDLY,2024-12-05,-2530284,-0.49,-1.02283,,2875400,
KDP,2024-12-05,4230000128,1.66,0.15038,0.634,15148000256,38.00526
KE,2024-12-05,107206000,0.5,0.00782,1.261,1650685056,24.0
KELYA,2024-12-05,101800000,1.16,0.00974,1.2,4372899840,26.33333
KELYB,2024-12-05,101800000,1.16,0.00974,1.2,4372899840,
KEN,2024-12-05,146739008,-1.44,-0.106120005,0.649,734796032,
KEQU,2024-12-05,16134000,6.26,0.091309994,0.735,202308992,
KEX,2024-12-05,680366976,5.22,0.09372,1.179,3262736896,140.66667
KEY,2024-12-05,,,0.0305,1.231,4851999744,21.24706
KEYS,2024-12-05,1187000064,3.51,0.18249,0.981,5002999808,177.93417
KFFB,2024-12-05,,-0.19,-0.23833,0.182,7221000,
KFRC,2024-12-05,73285000,2.9,0.03865,0.889,1424973056,63.0
KFS,2024-12-05,5502000,-0.29,-0.08715,-0.083,108627000,
KFY,2024-12-05,329977984,3.51,0.06761,1.558,2738427904,79.25
KGC,2024-12-05,2269299968,0.6,0.15233,1.249,4848699904,11.00625
KGEI,2024-12-05,37339000,0.47,0.26699,2.278,54392000,6.375
KGS,2024-12-05,528632000,0.21,0.022249999,,1075772032,37.75
KHC,2024-12-05,6446000128,1.11,0.05243,0.475,26129999872,38.445
KIDS,2024-12-05,-8747000,-1.23,-0.14996,1.163,189672992,40.66667
KIND,2024-12-05,-110860000,-0.33,-0.53227,1.081,237604992,2.78333
KINS,2024-12-05,13599977,1.33,0.03738,0.558,143110256,17.0
KIRK,2024-12-05,-5376000,-1.49,-0.04261,2.417,460352992,4.5
KITT,2024-12-05,-28456946,-43.26,,,2399852,
KKR,2024-12-05,,3.23,0.107530005,1.606,27816323072,161.96526
KLAC,2024-12-05,4249192960,21.85,0.28921,1.29,10256832512,803.8019
KLC,2024-12-05,236410000,0.48,0.02228,,2587066880,33.0
KLG,2024-12-05,396000000,0.78,0.025009999,,2719000064,19.2
KLIC,2024-12-05,-16262007,-1.24,-0.09771,,706232000,52.0
KLTO,2024-12-05,,,,0.056,,
KLTR,2024-12-05,-23983000,-0.26,-0.20708999,0.754,177586000,2.66667
KLXE,2024-12-05,80200000,-2.98,-0.0645,2.006,738000000,10.0
KMB,2024-12-05,3897999872,7.71,0.1297,0.412,20099999744,150.35895
KMDA,2024-12-05,28432000,0.27,0.09751,0.195,154574000,14.66667
KMI,2024-12-05,6568999936,1.13,0.16765,0.907,15150999552,25.9
KMPR,2024-12-05,614000000,4.2,0.058590002,0.843,4639300096,80.0
KMT,2024-12-05,307284000,1.28,0.049790002,1.642,2036370944,27.9375
KMX,2024-12-05,926968000,2.66,0.01508,1.686,27679066112,83.07688
KN,2024-12-05,115300000,0.51,-0.2608,1.423,801000000,21.75
KNDI,2024-12-05,-3293635,-0.08,-0.011030001,1.403,124609232,
KNF,2024-12-05,455904000,3.51,0.06893,,2888677120,112.57143
KNSA,2024-12-05,-24401000,-0.12,-0.023610001,0.348,384097984,36.0
KNSL,2024-12-05,519783744,17.53,0.26801002,1.088,1526573056,480.0
KNTK,2024-12-05,531961984,2.97,0.34256,0.779,1446081024,51.93
KNW,2024-12-05,-14254129,-0.2,,1.561,,1.0
KNX,2024-12-05,947014976,0.23,0.00501,0.934,7477715968,56.95947
KO,2024-12-05,14830999552,2.41,0.2245,0.62,46365999104,74.25958
KOD,2024-12-05,-192783008,-3.64,,2.251,,4.33333
KODK,2024-12-05,177000000,0.7,0.077,3.65,1052000000,
KOP,2024-12-05,255200000,3.52,0.035469998,1.84,2128300032,64.5
KOPN,2024-12-05,-22261050,-0.4,-1.14115,2.591,41545192,2.5
KORE,2024-12-05,16352000,-8.0,-0.74029,2.487,284942016,5.125
KOS,2024-12-05,1169709056,0.45,0.12214,2.434,1785713024,6.84375
KOSS,2024-12-05,-1840912,-0.12,-0.09202,-0.627,12092999,
KPLT,2024-12-05,156948000,-7.35,-0.12810999,1.109,241788992,9.0
KPRX,2024-12-05,6322639,1.05,0.19975,-0.294,16020000,40.5
KPTI,2024-12-05,-125634000,-1.05,-0.58931,0.154,148442000,4.5
KR,2024-12-05,8067999744,3.82,0.018609999,0.471,150202007552,60.8915
KRMD,2024-12-05,-6248388,-0.26,-0.38157,0.41,30817016,4.1
KRNT,2024-12-05,-27757000,-0.87,-0.21004999,1.926,199714000,31.16667
KRNY,2024-12-05,,-1.45,-0.70411,0.764,128414000,8.125
KRO,2024-12-05,147100000,0.81,0.050479997,1.138,1864099968,12.0
KRON,2024-12-05,-94241000,-1.43,,1.864,8412000,2.25
KROS,2024-12-05,-202890000,-5.22,,1.236,651000,91.0
KRRO,2024-12-05,-92466000,-9.42,,,,137.7557
KRT,2024-12-05,48583000,1.41,0.06784,1.003,416566016,31.66667
KRUS,2024-12-05,7285000,-0.79,-0.03701,1.869,237860000,104.625
KRYS,2024-12-05,69145000,1.78,0.21684,0.82,241519008,207.77779
KSCP,2024-12-05,-25960000,-14.08,-2.43675,1.506,11794000,187.5
KSS,2024-12-05,1416000000,2.22,0.01658,1.971,17123999744,16.53846
KTB,2024-12-05,386928000,4.43,0.097200006,1.218,2578094080,93.14286
KTCC,2024-12-05,18944500,-0.19,-0.00364,1.511,548387968,
KTOS,2024-12-05,77500000,0.1,0.01313,1.022,1127000064,27.18182
KTTA,2024-12-05,-16274925,-14.79,,0.821,,
KULR,2024-12-05,-17484256,-0.11,-2.26613,0.862,9555967,2.88333
KURA,2024-12-05,-216644000,-2.35,,0.857,,28.57143
KVAC,2024-12-05,,0.75,,,,
KVHI,2024-12-05,-5206000,-0.99,-0.15994,0.603,118366000,
KVUE,2024-12-05,3454000128,0.55,0.06883,,15459000320,24.68214
KVYO,2024-12-05,-72955000,-0.15,-0.05232,,868918016,41.85
KW,2024-12-05,168000000,-2.58,-0.64962995,1.125,483200000,11.45
KWE,2024-12-05,-9779906,-7.18,,0.434,1549853,
KWR,2024-12-05,298192992,6.81,0.06585,1.379,1862708992,190.5
KXIN,2024-12-05,-43049500,-129.04,,1.146,12679000,
KYMR,2024-12-05,-190490000,-2.34,-1.91261,2.219,87563000,58.88235
KYTX,2024-12-05,-121746000,-2.96,,,,27.33333
KZR,2024-12-05,-98462000,-13.12,,0.217,7000000,14.5
L,2024-12-05,3233999872,7.52,0.09714,0.818,17222000640,
LAAC,2024-12-05,-48327000,-0.07,,1.728,,7.19583
LAB,2024-12-05,-114313000,-0.69,-0.79915,1.569,155902000,3.08333
LAC,2024-12-05,-31238668,-0.15,,,,5.975
LAD,2024-12-05,1829600000,29.3,0.023039998,1.626,34688999424,395.06668
LAES,2024-12-05,-12177420,-0.52,-0.65314,,20135000,1.75
LAKE,2024-12-05,5144000,0.26,0.01392,0.572,137739008,27.0
LANC,2024-12-05,272587008,5.8,0.084910005,0.361,1876744960,196.4
LANV,2024-12-05,-97127000,-1.04,-0.32311,-0.098,382616992,1.656
LARK,2024-12-05,,2.14,0.21688999,0.418,56988000,
LASE,2024-12-05,-5126642,-0.38,-1.5032699,3.85,3664268,
LASR,2024-12-05,-35932000,-1.03,-0.24164,2.323,203059008,16.33333
LATG,2024-12-05,,-0.36,,-0.006,,
LAUR,2024-12-05,430972992,1.61,0.1576,0.87,1552680960,20.0
LAW,2024-12-05,-31804000,-0.6,-0.25361001,2.087,143584000,6.66667
LAZ,2024-12-05,,2.58,0.08439,1.364,3047514112,58.125
LAZR,2024-12-05,-468134016,-17.4,,1.617,75025000,29.99999
LB,2024-12-05,-20445000,-2.68,0.05696,,90912000,66.57143
LBGJ,2024-12-05,-1256676,-0.07,-0.12703,,10794015,
LBPH,2024-12-05,-87445000,-2.25,,1.091,,64.0
LBRDA,2024-12-05,310000000,5.43,0.78066003,1.021,1003000000,107.5
LBRDK,2024-12-05,310000000,5.43,0.78066003,1.021,1003000000,104.83333
LBRT,2024-12-05,985945984,2.08,0.080170006,1.716,4446544896,20.82143
LBTYA,2024-12-05,2204999936,-10.01,-0.54022,1.178,7674500096,22.24008
LBTYB,2024-12-05,2204999936,-10.01,-0.54022,1.178,7674500096,
LBTYK,2024-12-05,2204999936,-10.01,-0.54022,1.178,7674500096,
LC,2024-12-05,119953000,0.46,0.046719998,2.015,1107963008,17.75
LCFY,2024-12-05,-1521662,-1.11,-0.70944,,4212448,
LCID,2024-12-05,-2732441088,-1.33,,1.122,730510016,2.823
LCII,2024-12-05,333673984,5.13,0.034679998,1.424,3775613952,117.77778
LCNB,2024-12-05,,0.47,0.09478,0.732,74686000,17.0
LCTX,2024-12-05,-21397000,-0.1,,1.282,6186000,4.83333
LCUT,2024-12-05,49798000,-1.0,-0.03186,1.26,670888000,11.33333
LDI,2024-12-05,,-0.51,-0.085,3.079,1085801984,2.7375
LDOS,2024-12-05,2056999936,8.8,0.07366,0.688,16277000192,203.56462
LDTC,2024-12-05,-33579984,-1.16,,-0.326,8284020,1.37
LDWY,2024-12-05,-389000,-1.92,-0.03966,1.852,24813000,
LE,2024-12-05,65362000,-4.16,-0.09202,2.792,1442231040,19.0
LEA,2024-12-05,1655500032,9.51,0.02329,1.465,23432599552,128.91667
LECO,2024-12-05,780710016,8.38,0.11928,1.152,4045153024,217.0
LEDS,2024-12-05,-2668000,-0.32,-0.44370997,1.012,5312000,
LEE,2024-12-05,78435000,-3.02,-0.02876,1.072,616814976,20.0
LEG,2024-12-05,408300000,-6.01,-0.18526,1.092,4442299904,13.33333
LEGH,2024-12-05,59673000,2.18,0.33110002,1.093,163718000,31.5
LEGT,2024-12-05,,,,,,
LEN,2024-12-05,5534482944,15.05,0.11512,1.619,36462747648,199.125
LEN-B,2024-12-05,5534482944,15.05,0.11512,1.619,36462747648,
LENZ,2024-12-05,-68337000,-2.74,,,,39.28571
LESL,2024-12-05,108569000,-0.13,0.0022200001,1.19,1364632064,3.255
LEU,2024-12-05,88000000,4.82,0.19239001,1.195,394000000,112.66667
LEV,2024-12-05,-86604080,-0.58,-0.74345,2.566,176812256,0.65
LEVI,2024-12-05,757900032,0.38,0.025150001,1.173,6157899776,22.38615
LEXX,2024-12-05,-4533468,-0.47,,1.056,411019,10.0
LFCR,2024-12-05,-674000,0.13,0.050890002,0.939,128444000,8.0
LFLY,2024-12-05,-2401000,-2.21,-0.14654,0.956,35868000,7.59
LFMD,2024-12-05,-17971292,-0.64,-0.11658,1.232,193059120,12.0
LFST,2024-12-05,25201000,-0.25,-0.07901,1.238,1206093056,8.3
LFUS,2024-12-05,418755008,7.79,0.08877,1.278,2195069952,295.33334
LFVN,2024-12-05,9613000,0.32,0.021089999,0.864,196014000,
LFWD,2024-12-05,-18480000,-2.23,-1.0203199,2.076,23277000,9.5
LGCB,2024-12-05,-2191085,-0.1,-0.24771,,8500375,
LGCL,2024-12-05,74200000,0.14,0.06186,,1259404032,
LGCY,2024-12-05,6481826,0.52,0.111190006,,46000316,8.925
LGF-A,2024-12-05,414300000,-1.59,-0.09512,1.338,3876100096,10.41667
LGF-B,2024-12-05,414300000,-1.59,-0.09512,1.338,3876100096,10.16667
LGIH,2024-12-05,233424000,8.36,0.08754,1.978,2253616128,117.5
LGL,2024-12-05,870000,0.07,0.10181,0.366,3929000,
LGMK,2024-12-05,-6354261,-206.75,-1.4612199,1.253,9740267,4.0
LGND,2024-12-05,52626000,2.49,0.29683,0.896,152422000,140.375
LGO,2024-12-05,-19364000,-0.76,-0.33735,,144822000,4.2
LGTY,2024-12-05,9734000,0.27,0.103879996,0.751,102806000,14.33333
LGVN,2024-12-05,-17219000,-5.62,,0.349,1229000,8.5
LH,2024-12-05,1673500032,5.27,0.03426,1.036,12712800256,261.0625
LHX,2024-12-05,3705999872,6.32,0.05709,0.726,21141999616,279.96173
LICN,2024-12-05,11745000,0.3,0.18479,,41929000,
LICY,2024-12-05,-108500000,-5.58,,1.509,27400000,2.625
LIDR,2024-12-05,-45725000,-8.51,,2.953,309000,
LIEN,2024-12-05,,0.67,0.32688,0.222,12681914,13.28
LIF,2024-12-05,-4655000,-0.22,-0.04724,1.108,342918016,53.57143
LIFW,2024-12-05,-59505000,-141.5,,-2.294,7506000,
LII,2024-12-05,1054700032,21.03,0.14632,1.078,5151099904,613.0
LILA,2024-12-05,1531200000,-2.9,-0.13015,1.129,4470199808,10.5
LILAK,2024-12-05,1531200000,-2.9,-0.13015,1.129,4470199808,9.325
LIN,2024-12-05,12581000192,13.19,0.19328,0.949,33024999424,493.9728
LINC,2024-12-05,22952000,0.32,0.02327,1.408,423212992,20.0
LIND,2024-12-05,66017000,-0.72,-0.05396,3.029,621478016,15.5
LINE,2024-12-05,1099299968,-4.41,-0.12086,,5331899904,85.4375
LINK,2024-12-05,-845000,-0.25,-0.16507,1.109,12231000,7.0
LION,2024-12-05,,,,,,10.33333
LIPO,2024-12-05,,-4.29,,,507204,10.0
LIQT,2024-12-05,-5178172,-1.83,-0.51502,0.988,17720520,4.6
LITE,2024-12-05,-68400000,-8.31,-0.40695998,0.881,1378499968,86.5625
LITM,2024-12-05,-5615683,-0.24,,2.383,,
LIVE,2024-12-05,21314000,-3.62,-0.024549998,0.891,463644000,
LIVN,2024-12-05,212630000,0.43,0.01907,1.009,1241739008,69.0
LIXT,2024-12-05,,-1.73,,-0.172,,
LKCO,2024-12-05,-86692192,-652.4,,0.868,10236235,
LKFN,2024-12-05,,3.85,0.40805998,0.647,242400992,70.75
LKQ,2024-12-05,1732000000,2.71,0.049039997,1.286,14499000320,52.14444
LLY,2024-12-05,16566500352,9.29,0.20482999,0.43,40863301632,992.8182
LLYVA,2024-12-05,,-0.5,,,,89.0
LLYVK,2024-12-05,,-0.51,,,,89.0
LMAT,2024-12-05,59243000,1.82,0.19396,0.885,213028992,98.77778
LMB,2024-12-05,48224000,2.18,0.05075,0.972,517822016,107.0
LMFA,2024-12-05,,-39.72,-0.70023,1.353,15126154,6.0
LMND,2024-12-05,-186000000,-3.04,-0.43574002,1.677,492500000,31.28571
LMNR,2024-12-05,-5675000,0.31,0.03237,0.471,189075008,25.33333
LMT,2024-12-05,10225999872,27.63,0.09363,0.481,71295000576,604.4524
LNC,2024-12-05,-856499968,1.43,0.02606,1.783,13544999936,35.90909
LNG,2024-12-05,8064000000,15.73,0.23442,0.941,15578999808,220.68727
LNKB,2024-12-05,,-0.23,0.06529,0.589,86138000,7.83333
LNN,2024-12-05,97385000,6.01,0.109139994,0.611,607073984,132.0
LNSR,2024-12-05,-6357000,-1.46,-0.34026,0.585,48868000,11.0
LNT,2024-12-05,1636999936,2.57,0.16667,0.574,3966000128,62.90667
LNTH,2024-12-05,548062976,6.02,0.28568,0.512,1496798976,134.0
LNW,2024-12-05,1066000000,3.21,0.0933,1.75,3161999872,109.36505
LNZA,2024-12-05,-94798000,-0.65,-2.23028,1.585,58025000,3.75
LOAR,2024-12-05,129327000,0.2,0.04745,,378812992,97.0
LOB,2024-12-05,,1.84,0.20638001,1.63,405743008,48.0
LOBO,2024-12-05,539251,,0.00048000002,,19469766,4.0
LOCL,2024-12-05,-50461000,-18.11,,2.515,31502000,8.0
LOCO,2024-12-05,56915000,0.79,0.05113,1.436,470971008,14.0
LODE,2024-12-05,-16364325,-0.12,,1.991,1864811,2.5
LOGC,2024-12-05,-131000000,-5.67,-1.46875,2.055,96000000,5.9
LOGI,2024-12-05,754233984,4.48,0.15647,0.559,4471211008,91.52
LOOP,2024-12-05,-19118000,-0.4,,1.526,101000,4.5
LOPE,2024-12-05,308856992,7.61,0.22093001,0.702,1018713024,179.66667
LOT,2024-12-05,-757630976,-1.33,-0.90188,,947088000,4.0
LOVE,2024-12-05,24573000,0.55,0.01411,2.917,693776000,36.66667
LOW,2024-12-05,12433000448,12.01,0.08248,1.098,84023001088,281.50354
LPA,2024-12-05,23470540,-1.1,-0.90271,7.244,41666984,
LPAA,2024-12-05,,,,,,
LPCN,2024-12-05,-9673982,-0.75,-1.7680401,1.188,4800930,21.5
LPG,2024-12-05,329802912,5.87,0.48099,1.124,498825984,38.0
LPLA,2024-12-05,2110784000,13.31,0.087299995,0.854,11516584960,316.4
LPRO,2024-12-05,6518000,0.04,0.047810003,1.13,95887000,7.25
LPSN,2024-12-05,-40279000,-0.75,-0.18722,1.788,334736000,0.9625
LPTH,2024-12-05,-3608414,-0.21,-0.25858998,1.304,32049324,3.0
LPTX,2024-12-05,-64688000,-1.64,,0.217,,11.375
LPX,2024-12-05,667000000,5.81,0.14286,1.88,2919000064,109.0
LQDA,2024-12-05,-95836000,-1.62,,0.205,14840000,25.44444
LQDT,2024-12-05,32024000,0.62,0.05915,1.394,336348000,27.5
LQR,2024-12-05,-14382424,18.85,,,1818048,5.0
LRCX,2024-12-05,4920197120,3.09,0.2602,1.486,15591300096,93.5808
LRFC,2024-12-05,,-1.22,-0.16428,1.281,19936000,27.0
LRHC,2024-12-05,,-1.68,-0.26493,,50371368,
LRMR,2024-12-05,-73437000,-1.15,,0.713,,20.66909
LRN,2024-12-05,336724000,5.52,0.11378,0.272,2110972032,95.2
LSAK,2024-12-05,31647000,-0.25,-0.028469998,0.933,573678976,8.0
LSB,2024-12-05,-315903072,-5.56,-0.75593,0.74,573418240,
LSBK,2024-12-05,,0.75,0.16619,0.53,25338000,
LSCC,2024-12-05,139052000,1.02,0.25476,1.39,562577984,55.57692
