Stock,Date,Stock Price,Dividend Amount,Dividend Yield
IRM,2020-03-13,25.70366668701172,0.619,0.024082167246309103,Quarterly
IRM,2020-06-12,25.231983184814453,0.619,0.024532356234786064,Quarterly
IRM,2020-09-14,26.82271385192871,0.619,0.02307745604777759,Quarterly
IRM,2020-12-14,27.67369270324707,0.619,0.022367813599641878,Quarterly
IRM,2021-03-12,35.452152252197266,0.619,0.017460152929407422,Quarterly
IRM,2021-06-14,44.77219772338867,0.619,0.01382554423225552,Quarterly
IRM,2021-09-14,44.8729133605957,0.6185,0.013783370716979658,Quarterly
IRM,2021-12-14,48.29999923706055,0.6185,0.012805383225046214,Quarterly
JBHT,2020-02-06,110.84320068359375,0.27,0.002435873362866213,Quarterly
JBHT,2020-05-07,99.30824279785156,0.27,0.00271880754701906,Quarterly
JBHT,2020-08-06,133.10357666015625,0.27,0.0020284954527508415,Quarterly
JBHT,2020-11-05,125.48917388916016,0.27,0.0021515800258473357,Quarterly
JBHT,2021-02-04,141.82455444335938,0.28,0.0019742702601743332,Quarterly
JBHT,2021-05-06,174.89999389648438,0.3,0.0017152659260671948,Quarterly
JBL,2020-02-13,38.54593276977539,0.08,0.00207544594854712,Quarterly
JBL,2020-05-14,26.407705307006836,0.08,0.0030294188408249677,Quarterly
JBL,2020-08-13,34.50127029418945,0.08,0.002318755202862001,Quarterly
JBL,2020-11-13,37.43663787841797,0.08,0.002136944034873377,Quarterly
JBL,2021-02-11,44.59572219848633,0.08,0.001793894034139341,Quarterly
JBL,2021-05-13,52.45556640625,0.08,0.0015251002988019996,Quarterly
JBL,2021-08-12,60.13566207885742,0.08,0.0013303254214627914,Quarterly
JBL,2021-11-12,64.19506072998047,0.08,0.001246201796373382,Quarterly
JBL,2022-02-14,60.38999938964844,0.08,0.001324722649586795,Quarterly
JKHY,2020-02-28,149.66787719726562,0.43,0.00287302798738336,Quarterly
JKHY,2020-05-27,174.7191162109375,0.43,0.0024610930350681443,Quarterly
JKHY,2020-09-08,157.12937927246094,0.43,0.0027365983496592567,Quarterly
JKHY,2020-12-01,160.3634033203125,0.43,0.0026814097923646015,Quarterly
JKHY,2021-03-05,151.33387756347656,0.46,0.0030396366458465608,Quarterly
JKHY,2021-05-27,155.57000732421875,0.46,0.0029568681515925363,Quarterly
J,2020-01-30,77.52423095703125,0.19,0.002450846627621625,Quarterly
J,2020-05-19,61.12263488769531,0.19,0.003108504735587719,Quarterly
J,2020-07-23,69.83574676513672,0.19,0.0027206696971249613,Quarterly
J,2020-10-01,75.64005279541016,0.19,0.002511896713159476,Quarterly
J,2021-02-25,97.55671691894531,0.21,0.0021525939641293774,Quarterly
J,2021-05-27,116.71326446533203,0.21,0.0017992813495708315,Quarterly
J,2021-07-29,113.56996154785156,0.21,0.0018490804886952313,Quarterly
J,2021-10-14,112.08432006835938,0.21,0.001873589453653487,Quarterly
J,2022-02-24,99.75772857666016,0.23,0.0023055857754745632,Quarterly
JNJ,2020-02-24,138.55059814453125,0.95,0.006856700820656093,Quarterly
JNJ,2020-05-22,138.03854370117188,1.01,0.007316796982344762,Quarterly
JNJ,2020-08-24,146.44561767578125,1.01,0.006896758100580778,Quarterly
JNJ,2020-11-23,139.43829345703125,1.01,0.00724334739732911,Quarterly
JNJ,2021-02-22,157.86209106445312,1.01,0.006397989493168626,Quarterly
JNJ,2021-05-24,167.36488342285156,1.06,0.006333467202447024,Quarterly
JNJ,2021-08-23,175.3287353515625,1.06,0.00604578592251024,Quarterly
JNJ,2021-11-22,158.681396484375,1.06,0.006680052126364894,Quarterly
JNJ,2022-02-18,163.36000061035156,1.06,0.006488736508567517,Quarterly
JCI,2020-03-13,31.650941848754883,0.26,0.008214605468690916,Quarterly
JCI,2020-06-19,33.357460021972656,0.26,0.007794358438224531,Quarterly
JCI,2020-09-25,39.60601043701172,0.26,0.0065646601899854735,Quarterly
JCI,2020-12-18,45.48507308959961,0.26,0.005716160980720735,Quarterly
JCI,2021-03-19,59.28059005737305,0.27,0.004554610535061951,Quarterly
JCI,2021-06-18,63.929161071777344,0.27,0.004223424732523141,Quarterly
JCI,2021-09-24,73.25376892089844,0.27,0.003685817180158388,Quarterly
JCI,2021-12-17,77.05000305175781,0.34,0.0044127188388507575,Quarterly
JPM,2020-01-03,130.2771759033203,0.9,0.006908347481126678,Quarterly
JPM,2020-04-03,79.97383880615234,0.9,0.011253680121339423,Quarterly
JPM,2020-07-02,89.0254135131836,0.9,0.01010947284021007,Quarterly
JPM,2020-10-05,96.03813171386719,0.9,0.009371277678343745,Quarterly
JPM,2021-01-05,122.71907043457031,0.9,0.007333823478396129,Quarterly
JPM,2021-04-05,150.92031860351562,0.9,0.0059634117415588,Quarterly
JPM,2021-07-02,154.17129516601562,0.9,0.005837662575454509,Quarterly
JPM,2021-10-05,167.65505981445312,1.0,0.005964627617601986,Quarterly
JPM,2022-01-05,163.77999877929688,1.0,0.006105751663532239,Quarterly
JNPR,2020-02-28,19.96097183227539,0.2,0.010019552238264022,Quarterly
JNPR,2020-05-29,23.0146541595459,0.2,0.00869011537664341,Quarterly
JNPR,2020-08-31,23.915468215942383,0.2,0.008362788392605135,Quarterly
JNPR,2020-11-30,21.01482391357422,0.2,0.009517091402836497,Quarterly
JNPR,2021-02-26,22.664188385009766,0.2,0.0088244942462745,Quarterly
JNPR,2021-05-28,25.827850341796875,0.2,0.007743579018511758,Quarterly
JNPR,2021-08-31,28.62175178527832,0.2,0.00698769248997787,Quarterly
JNPR,2021-11-30,30.939517974853516,0.2,0.006464224819615888,Quarterly
JNPR,2022-02-28,33.790000915527344,0.21,0.006214856298020986,Quarterly
K,2020-03-02,54.91384506225586,0.57,0.010379895987137499,Quarterly
K,2020-05-29,57.33313751220703,0.57,0.00994189442150517,Quarterly
K,2020-08-31,62.789520263671875,0.57,0.009077948001615562,Quarterly
K,2020-11-30,57.13753890991211,0.57,0.009975928450448493,Quarterly
K,2021-03-01,51.42020797729492,0.57,0.01108513602768174,Quarterly
K,2021-05-28,59.735538482666016,0.58,0.009709462988574275,Quarterly
K,2021-08-31,58.16083908081055,0.58,0.009972345811485444,Quarterly
K,2021-11-30,56.9057502746582,0.58,0.010192291590930679,Quarterly
K,2022-02-28,60.037559509277344,0.58,0.009660619198060093,Quarterly
KDP,2020-01-02,27.558828353881836,0.15,0.005442901928697979,Quarterly
KDP,2020-04-02,23.025365829467773,0.15,0.006514554474875295,Quarterly
KDP,2020-07-01,27.814014434814453,0.15,0.005392964771465958,Quarterly
KDP,2020-10-01,27.32221031188965,0.15,0.00549003899346772,Quarterly
KDP,2021-01-07,31.166343688964844,0.15,0.004812884100136229,Quarterly
KDP,2021-03-31,33.83049392700195,0.15,0.004433869642094609,Quarterly
KDP,2021-06-30,34.87288284301758,0.188,0.005391008275578865,Quarterly
KDP,2021-09-30,33.988101959228516,0.1875,0.005516636387195774,Quarterly
KDP,2022-01-05,37.029998779296875,0.1875,0.005063462224709267,Quarterly
KEY,2020-03-02,15.60093879699707,0.185,0.011858260737207015,Quarterly
KEY,2020-06-01,11.066767692565918,0.185,0.01671671486555857,Quarterly
KEY,2020-08-31,11.674836158752441,0.185,0.015846046786815796,Quarterly
KEY,2020-11-30,14.818279266357422,0.185,0.012484580474874264,Quarterly
KEY,2021-03-01,20.063411712646484,0.185,0.009220764775683177,Quarterly
KEY,2021-05-28,22.466995239257812,0.185,0.008234300939216802,Quarterly
KEY,2021-08-30,19.8441104888916,0.185,0.009322665286688455,Quarterly
KEY,2021-11-29,22.654037475585938,0.195,0.008607737151055296,Quarterly
KEY,2022-02-28,25.06999969482422,0.195,0.007778221075936366,Quarterly
KMB,2020-03-05,134.26901245117188,1.07,0.007969076263140872,Quarterly
KMB,2020-06-04,130.01370239257812,1.07,0.008229901774269304,Quarterly
KMB,2020-09-03,144.72007751464844,1.07,0.007393583657331137,Quarterly
KMB,2020-12-03,132.02490234375,1.07,0.008104531652779166,Quarterly
KMB,2021-03-04,124.35529327392578,1.14,0.009167281665194944,Quarterly
KMB,2021-06-03,126.34607696533203,1.14,0.0090228365405663,Quarterly
KMB,2021-09-09,135.43136596679688,1.14,0.008417547824774128,Quarterly
KMB,2021-12-09,134.3982696533203,1.14,0.008482252062773013,Quarterly
KMB,2022-03-03,129.5500030517578,1.16,0.008954071576027341,Quarterly
KIM,2020-04-01,7.892563343048096,0.28,0.03547643367938615,Semi-Annually
KIM,2020-09-09,11.591059684753418,0.1,0.008627338890467231,Semi-Annually
KIM,2020-12-08,14.36056137084961,0.16,0.01114162572535519,Semi-Annually
KIM,2021-03-09,18.699132919311523,0.17,0.009091330637284928,Semi-Annually
KIM,2021-06-08,21.828954696655273,0.17,0.007787821375892458,Semi-Annually
KIM,2021-09-08,21.523897171020508,0.17,0.007898197926204822,Semi-Annually
KIM,2021-12-08,23.649999618530273,0.17,0.007188160792476353,Semi-Annually
KMI,2020-01-31,18.177593231201172,0.25,0.013753195861533757,Quarterly
KMI,2020-05-01,12.904479026794434,0.263,0.02038052055057128,Quarterly
KMI,2020-07-31,12.730591773986816,0.263,0.020658898240489002,Quarterly
KMI,2020-10-30,10.983787536621094,0.263,0.023944381582685442,Quarterly
KMI,2021-01-29,13.232855796813965,0.263,0.019874772614337847,Quarterly
KMI,2021-04-29,16.505250930786133,0.27,0.016358430485681814,Quarterly
KMI,2021-07-30,16.84525489807129,0.27,0.01602825256333247,Quarterly
KMI,2021-10-29,16.491275787353516,0.27,0.016372293052490938,Quarterly
KMI,2022-01-28,17.200000762939453,0.27,0.015697673722303802,Quarterly
KKR,2020-02-07,32.50575256347656,0.125,0.003845473189888546,Quarterly
KKR,2020-05-15,24.2574462890625,0.135,0.005565301408535757,Quarterly
KKR,2020-08-14,36.063926696777344,0.135,0.0037433527728433285,Quarterly
KKR,2020-11-13,37.0665168762207,0.135,0.0036421010490631403,Quarterly
KKR,2021-02-19,46.34992218017578,0.135,0.002912626249408042,Quarterly
KKR,2021-05-14,55.78250503540039,0.145,0.0025993812918222456,Quarterly
KKR,2021-08-13,65.76373291015625,0.145,0.002204862674053085,Quarterly
KKR,2021-11-12,78.59634399414062,0.145,0.0018448695274020605,Quarterly
KKR,2022-02-17,58.40999984741211,0.145,0.0024824516414790627,Quarterly
KLAC,2020-02-20,164.19268798828125,0.85,0.005176844416242617,Quarterly
KLAC,2020-05-15,165.11428833007812,0.85,0.005147949390671596,Quarterly
KLAC,2020-08-14,209.4825897216797,0.9,0.004296299760260495,Quarterly
KLAC,2020-11-13,234.7425994873047,0.9,0.0038339866814360367,Quarterly
KLAC,2021-02-18,324.17388916015625,0.9,0.0027762877581894332,Quarterly
KLAC,2021-05-14,305.75,0.9,0.0029435813573180703,Quarterly
KHC,2020-03-12,18.976383209228516,0.4,0.02107883233541962,Quarterly
KHC,2020-05-28,29.123798370361328,0.4,0.013734472231722066,Quarterly
KHC,2020-08-27,33.69340896606445,0.4,0.011871758075974877,Quarterly
KHC,2020-11-25,31.918935775756836,0.4,0.012531746133710673,Quarterly
KHC,2021-03-11,38.12169647216797,0.4,0.010492712471283474,Quarterly
KHC,2021-05-27,43.43000030517578,0.4,0.009210223283197396,Quarterly
KR,2020-02-13,27.500154495239258,0.16,0.0058181491317693766,Quarterly
KR,2020-05-14,31.63481330871582,0.16,0.005057719115918343,Quarterly
KR,2020-08-13,33.556095123291016,0.18,0.005364152155924229,Quarterly
KR,2020-11-12,31.247892379760742,0.18,0.005760388502764621,Quarterly
KR,2021-02-11,32.759883880615234,0.18,0.005494524970111694,Quarterly
KR,2021-05-13,36.28282928466797,0.18,0.004961024361902851,Quarterly
KR,2021-08-12,42.235595703125,0.21,0.0049721093429365825,Quarterly
KR,2021-11-12,42.2374267578125,0.21,0.00497189379467008,Quarterly
KR,2022-02-14,45.689998626708984,0.21,0.004596191865001291,Quarterly
LHX,2020-03-12,160.73715209960938,0.85,0.005288136494251509,Quarterly
LHX,2020-06-01,190.69203186035156,0.85,0.004457448964739522,Quarterly
LHX,2020-09-08,175.45965576171875,0.85,0.004844418486460124,Quarterly
LHX,2020-11-19,192.06793212890625,0.85,0.004425517526942098,Quarterly
LHX,2021-03-11,185.69125366210938,1.02,0.005492988925886781,Quarterly
LHX,2021-05-28,216.10301208496094,1.02,0.004719971231122807,Quarterly
LHX,2021-09-02,233.10008239746094,1.02,0.004375802829021696,Quarterly
LHX,2021-11-18,220.0,1.02,0.004636363636363636,Quarterly
LRCX,2020-03-24,19.84563636779785,1.15,0.05794724737907754,Quarterly
LRCX,2020-06-16,27.366281509399414,1.15,0.042022515905385714,Quarterly
LRCX,2020-09-29,31.468931198120117,1.3,0.04131058636264263,Quarterly
LRCX,2020-12-08,48.9286003112793,1.3,0.026569327381725995,Quarterly
LRCX,2021-03-16,53.62404251098633,1.3,0.024242857105255727,Quarterly
LRCX,2021-06-15,64.3479995727539,1.3,0.02020264823508893,Quarterly
LW,2020-01-30,89.53298950195312,0.23,0.0025688855167176412,Quarterly
LW,2020-05-07,54.07444381713867,0.23,0.004253395574030897,Quarterly
LW,2020-08-06,62.18601989746094,0.23,0.003698580490908551,Quarterly
LW,2020-11-05,66.58572387695312,0.23,0.0034541938813345,Quarterly
LW,2021-02-04,78.08074188232422,0.235,0.0030097050096446237,Quarterly
LW,2021-05-06,77.15814971923828,0.235,0.0030456925270384767,Quarterly
LW,2021-08-05,63.675472259521484,0.235,0.0036905890394061443,Quarterly
LW,2021-11-04,55.93601989746094,0.235,0.004201228482662692,Quarterly
LW,2022-02-03,63.970001220703125,0.245,0.0038299202020447777,Quarterly
LVS,2020-03-17,40.86000061035156,0.79,0.01933431199704534,Irregular
LDOS,2020-03-13,88.07918548583984,0.34,0.0038601628537387024,Quarterly
LDOS,2020-06-12,96.79463958740234,0.34,0.0035125912080388637,Quarterly
LDOS,2020-09-14,86.7892074584961,0.34,0.003917537790198086,Quarterly
LDOS,2020-12-14,102.63302612304688,0.34,0.00331277380043704,Quarterly
LDOS,2021-03-12,93.90267944335938,0.34,0.003620769950500536,Quarterly
LDOS,2021-06-14,105.88209533691406,0.34,0.0032111189235359285,Quarterly
LDOS,2021-09-14,94.2300796508789,0.36,0.003820436121181207,Quarterly
LDOS,2021-12-14,88.2699966430664,0.36,0.004078395986075727,Quarterly
LEN,2020-01-23,65.79411315917969,0.125,0.0018998660214110633,Quarterly
LEN,2020-04-20,39.217037200927734,0.125,0.0031873901987945928,Quarterly
LEN,2020-07-09,62.161495208740234,0.125,0.00201089114057257,Quarterly
LEN,2020-10-15,83.47315979003906,0.25,0.002994974679631485,Quarterly
LEN,2021-01-28,83.35346984863281,0.25,0.0029992752605739375,Quarterly
LEN,2021-04-20,99.20279693603516,0.25,0.0025200902365807003,Quarterly
LEN,2021-07-01,101.1221923828125,0.25,0.002472256525586286,Quarterly
LEN,2021-10-13,94.68610382080078,0.25,0.0026403029580046953,Quarterly
LEN,2022-01-26,93.1500015258789,0.375,0.004025764829384545,Quarterly
LLY,2020-02-13,137.07461547851562,0.74,0.005398519612232535,Quarterly
LLY,2020-05-14,153.82284545898438,0.74,0.004810728847148489,Quarterly
LLY,2020-08-13,146.8430633544922,0.74,0.0050393936430866626,Quarterly
LLY,2020-11-12,138.34698486328125,0.74,0.005348869733093863,Quarterly
LLY,2021-02-11,199.555908203125,0.85,0.004259457951677369,Quarterly
LLY,2021-05-13,192.8785400390625,0.85,0.0044069184670718405,Quarterly
LLY,2021-08-12,261.5255432128906,0.85,0.0032501605371222622,Quarterly
LLY,2021-11-12,258.5705871582031,0.85,0.003287303514842306,Quarterly
LLY,2022-02-14,234.69000244140625,0.98,0.004175721120650085,Quarterly
LIN,2020-03-05,191.33108520507812,0.963,0.005033160183917887,Quarterly
LIN,2020-06-02,201.77093505859375,0.963,0.004772738946371772,Quarterly
LIN,2020-09-02,255.5240478515625,0.963,0.003768725519562136,Quarterly
LIN,2020-12-02,247.381103515625,0.963,0.0038927791424423625,Quarterly
LIN,2021-03-04,242.92173767089844,1.06,0.004363545272494509,Quarterly
LIN,2021-06-02,297.8719787597656,1.06,0.003558575749264728,Quarterly
LIN,2021-09-02,314.5190734863281,1.06,0.0033702248587034493,Quarterly
LIN,2021-12-02,324.0,1.06,0.003271604938271605,Quarterly
LMT,2020-02-28,349.804443359375,2.4,0.006860976312797538,Quarterly
LMT,2020-05-29,369.5932312011719,2.4,0.006493625416786016,Quarterly
LMT,2020-08-31,373.5914306640625,2.4,0.006424130220904628,Quarterly
LMT,2020-11-30,351.8541564941406,2.6,0.00738942528320906,Quarterly
LMT,2021-02-26,320.7967529296875,2.6,0.008104820189903451,Quarterly
LMT,2021-05-28,373.768310546875,2.6,0.006956180945880186,Quarterly
LMT,2021-08-31,354.4075927734375,2.6,0.007336185942444254,Quarterly
LMT,2021-11-30,331.04083251953125,2.8,0.008458171092337381,Quarterly
LMT,2022-02-28,433.79998779296875,2.8,0.006454587549081032,Quarterly
L,2020-02-25,49.82233810424805,0.063,0.0012644930446294807,Quarterly
L,2020-05-26,32.75191116333008,0.063,0.0019235518710900906,Quarterly
L,2020-08-18,36.114707946777344,0.063,0.0017444416300650644,Quarterly
L,2020-11-24,44.63950729370117,0.063,0.0014113058996260376,Quarterly
L,2021-02-23,50.23243713378906,0.063,0.0012541696878494231,Quarterly
L,2021-05-25,57.17412567138672,0.063,0.0011018970427654287,Quarterly
L,2021-08-17,55.26283264160156,0.0625,0.0011309590372490304,Quarterly
L,2021-11-23,57.34176254272461,0.0625,0.0010899560325414144,Quarterly
L,2022-02-22,61.0099983215332,0.0625,0.0010244222540478404,Quarterly
LOW,2020-01-21,117.28910827636719,0.55,0.004689267469781085,Quarterly
LOW,2020-04-21,90.35383605957031,0.55,0.006087179294052163,Quarterly
LOW,2020-07-21,141.9941864013672,0.55,0.003873398016770526,Quarterly
LOW,2020-10-20,174.01515197753906,0.6,0.0034479756112125496,Quarterly
LOW,2021-01-19,168.38470458984375,0.6,0.0035632690122389503,Quarterly
LOW,2021-04-20,200.53924560546875,0.6,0.0029919330662109456,Quarterly
LOW,2021-07-20,192.77398681640625,0.8,0.004149937516008851,Quarterly
LOW,2021-10-19,222.17735290527344,0.8,0.0036007270297305437,Quarterly
LOW,2022-01-18,238.41000366210938,0.8,0.0033555638929221006,Quarterly
LYB,2020-02-28,65.6567153930664,1.05,0.01599227122030055,Quarterly
LYB,2020-06-05,69.78059387207031,1.05,0.015047163426625158,Quarterly
LYB,2020-08-28,64.50006103515625,1.05,0.016279054362874006,Quarterly
LYB,2020-11-27,84.14347839355469,1.05,0.012478685455442605,Quarterly
LYB,2021-03-05,104.3582763671875,1.05,0.010061492356442778,Quarterly
LYB,2021-06-04,113.48429870605469,1.13,0.009957324606877193,Quarterly
LYB,2021-08-27,101.61029052734375,1.13,0.011120920864761352,Quarterly
LYB,2021-11-26,89.44000244140625,1.13,0.012634167812554378,Quarterly
MTB,2020-02-28,131.37913513183594,1.1,0.008372714578278928,Quarterly
MTB,2020-05-29,99.89277648925781,1.1,0.011011807246325674,Quarterly
MTB,2020-08-31,98.6435775756836,1.1,0.01115125816636195,Quarterly
MTB,2020-11-30,112.30320739746094,1.1,0.009794911699243862,Quarterly
MTB,2021-02-26,146.5437469482422,1.1,0.007506290939786802,Quarterly
MTB,2021-05-28,157.08786010742188,1.1,0.007002450725649861,Quarterly
MTB,2021-08-31,137.9634552001953,1.1,0.00797312591514773,Quarterly
MTB,2021-11-29,151.1134490966797,1.2,0.007941053606898096,Quarterly
MTB,2022-02-25,183.02999877929688,1.2,0.006556302289260223,Quarterly
MRO,2020-02-18,10.0628023147583,0.05,0.00496879481838464,Semi-Annually
MRO,2020-11-17,5.402918815612793,0.03,0.005552554281087681,Semi-Annually
MRO,2021-02-16,9.41291332244873,0.03,0.0031871110433422775,Semi-Annually
MRO,2021-05-18,11.797271728515625,0.04,0.0033906144505694916,Semi-Annually
MRO,2021-08-17,11.411057472229004,0.05,0.0043817148517290875,Semi-Annually
MRO,2021-11-16,16.664817810058594,0.06,0.0036003993973330473,Semi-Annually
MRO,2022-02-15,20.540000915527344,0.07,0.0034079842687389107,Semi-Annually
MPC,2020-02-18,51.43556213378906,0.58,0.011276244993519497,Quarterly
MPC,2020-05-19,31.95453643798828,0.58,0.01815078748288405,Quarterly
MPC,2020-08-18,35.01786422729492,0.58,0.016562974721568396,Quarterly
MPC,2020-11-17,38.73841857910156,0.58,0.014972216762428601,Quarterly
MPC,2021-02-16,49.6591682434082,0.58,0.01167961567856082,Quarterly
MPC,2021-05-18,58.77286911010742,0.58,0.009868498999315568,Quarterly
MPC,2021-08-17,56.18442153930664,0.58,0.010323146240710724,Quarterly
MPC,2021-11-16,64.36491394042969,0.58,0.009011120570079457,Quarterly
MPC,2022-02-15,78.41000366210938,0.58,0.007397015341299843,Quarterly
MKTX,2020-02-11,339.7444152832031,0.6,0.001766033444581727,Quarterly
MKTX,2020-05-12,494.6305236816406,0.6,0.0012130266355866433,Quarterly
MKTX,2020-08-04,506.0958557128906,0.6,0.0011855461632951632,Quarterly
MKTX,2020-11-09,532.6852416992188,0.6,0.0011263687315346922,Quarterly
MKTX,2021-02-09,556.1572265625,0.66,0.0011867147786235415,Quarterly
MKTX,2021-05-11,447.4239501953125,0.66,0.0014751110210168509,Quarterly
MKTX,2021-08-03,479.94000244140625,0.66,0.0013751718894917007,Quarterly
MAR,2020-02-27,119.63999938964844,0.48,0.0040120361287926485,Irregular
MMC,2020-01-28,111.52870178222656,0.455,0.004079667320869952,Quarterly
MMC,2020-04-07,85.10214233398438,0.455,0.005346516403950762,Quarterly
MMC,2020-07-24,112.05850219726562,0.465,0.004149618198371267,Quarterly
MMC,2020-10-08,112.16130828857422,0.465,0.004145814693990772,Quarterly
MMC,2021-01-29,108.35417175292969,0.465,0.0042914822057825135,Quarterly
MMC,2021-04-06,123.1765365600586,0.465,0.003775069611356337,Quarterly
MMC,2021-07-28,143.79824829101562,0.535,0.0037204903839807507,Quarterly
MMC,2021-10-07,156.06517028808594,0.535,0.0034280550811717028,Quarterly
MMC,2022-01-26,154.0,0.535,0.0034740259740259744,Quarterly
MLM,2020-02-28,224.0260467529297,0.55,0.0024550716667628178,Quarterly
MLM,2020-05-29,189.6601104736328,0.55,0.0028999244945418444,Quarterly
MLM,2020-08-31,200.85597229003906,0.57,0.0028378543764529507,Quarterly
MLM,2020-11-30,263.5472717285156,0.57,0.0021627998509017627,Quarterly
MLM,2021-02-26,334.7961120605469,0.57,0.0017025287315669817,Quarterly
MLM,2021-05-28,361.9676513671875,0.57,0.0015747263542668904,Quarterly
MLM,2021-08-31,380.0920104980469,0.61,0.0016048745649788778,Quarterly
MLM,2021-11-30,402.8718566894531,0.61,0.0015141290955704757,Quarterly
MLM,2022-02-28,379.3999938964844,0.61,0.001607801818168802,Quarterly
MAS,2020-01-09,46.13413619995117,0.135,0.002926249651990729,Semi-Annually
MAS,2020-04-09,39.40987014770508,0.135,0.0034255378029420212,Semi-Annually
MAS,2020-07-09,48.639041900634766,0.135,0.002775548093151033,Semi-Annually
MAS,2020-10-08,56.268192291259766,0.14,0.002488084196402138,Semi-Annually
MAS,2021-01-07,54.14851379394531,0.14,0.0025854818570413707,Semi-Annually
MAS,2021-05-27,59.720069885253906,0.235,0.0039350255358295595,Semi-Annually
MAS,2021-08-12,61.66252517700195,0.235,0.003811066759355601,Semi-Annually
MAS,2021-11-10,64.11241912841797,0.235,0.003665436481647839,Semi-Annually
MAS,2022-02-24,55.349998474121094,0.28,0.0050587173932970225,Semi-Annually
MA,2020-01-08,301.9892578125,0.4,0.0013245504257252529,Quarterly
MA,2020-04-08,268.60211181640625,0.4,0.001489191567761784,Quarterly
MA,2020-07-08,297.9464416503906,0.4,0.0013425231655203277,Quarterly
MA,2020-10-08,343.01507568359375,0.4,0.0011661295037917537,Quarterly
MA,2021-01-07,348.1366882324219,0.44,0.0012638713898095355,Quarterly
MA,2021-04-08,376.3255615234375,0.44,0.0011692004078032762,Quarterly
MA,2021-07-08,369.23834228515625,0.44,0.0011916422256608328,Quarterly
MA,2021-10-07,353.4461975097656,0.44,0.0012448853689756923,Quarterly
MA,2022-01-06,370.0,0.49,0.0013243243243243243,Quarterly
MKC,2020-04-09,74.66138458251953,0.31,0.004152079441513335,Quarterly
MKC,2020-07-02,88.48719024658203,0.62,0.00700666388289969,Quarterly
MKC,2020-10-02,94.56581115722656,0.62,0.006556280672823485,Quarterly
MKC,2020-12-30,93.07532501220703,0.34,0.003652955280633275,Quarterly
MKC,2021-04-09,87.05679321289062,0.34,0.0039054964862828847,Quarterly
MKC,2021-07-09,86.39619445800781,0.34,0.0039353585205104645,Quarterly
MKC,2021-10-08,79.00311279296875,0.34,0.004303627894903147,Quarterly
MKC,2021-12-30,95.56999969482422,0.37,0.003871507807695829,Quarterly
MCD,2020-02-28,185.33116149902344,1.25,0.006744683354324019,Quarterly
MCD,2020-05-29,179.02420043945312,1.25,0.006982296231077185,Quarterly
MCD,2020-08-31,206.35939025878906,1.25,0.006057393358414234,Quarterly
MCD,2020-11-30,211.39698791503906,1.29,0.006102262916434997,Quarterly
MCD,2021-02-26,201.64410400390625,1.29,0.006397409963323352,Quarterly
MCD,2021-05-28,230.05245971679688,1.29,0.005607416680473827,Quarterly
MCD,2021-08-31,234.84437561035156,1.29,0.005492999339019039,Quarterly
MCD,2021-11-30,243.24684143066406,1.38,0.005673249411517477,Quarterly
MCD,2022-02-28,244.77000427246094,1.38,0.005637945728284091,Quarterly
MCK,2020-02-28,137.29833984375,0.41,0.0029861977971954606,Quarterly
MCK,2020-05-29,156.17201232910156,0.41,0.002625310347772213,Quarterly
MCK,2020-08-31,151.437744140625,0.42,0.002773416907280316,Quarterly
MCK,2020-11-30,177.9776153564453,0.42,0.002359847327759974,Quarterly
MCK,2021-03-01,172.3106689453125,0.42,0.0024374578926003618,Quarterly
MCK,2021-05-28,191.20957946777344,0.42,0.002196542668882272,Quarterly
MCK,2021-08-31,203.36260986328125,0.47,0.002311142644736791,Quarterly
MCK,2021-11-30,216.39004516601562,0.47,0.0021720037982311683,Quarterly
MCK,2022-02-28,274.9599914550781,0.47,0.0017093395934178544,Quarterly
MDT,2020-03-26,88.47026062011719,0.54,0.006103746007019333,Quarterly
MDT,2020-06-25,86.06784057617188,0.58,0.006738870129856315,Quarterly
MDT,2020-09-24,98.64346313476562,0.58,0.005879761127279263,Quarterly
MDT,2020-12-21,112.03841400146484,0.58,0.005176795879959679,Quarterly
MDT,2021-03-25,114.69721984863281,0.58,0.005056792141652887,Quarterly
MDT,2021-06-24,123.69074249267578,0.63,0.005093348033199047,Quarterly
MDT,2021-09-23,129.81307983398438,0.63,0.004853131909401546,Quarterly
MDT,2021-12-21,101.6500015258789,0.63,0.006197737240954289,Quarterly
MRK,2020-03-13,69.0333251953125,0.58206,0.008431579941328439,Quarterly
MRK,2020-06-12,69.1740951538086,0.58206,0.008414421593889875,Quarterly
MRK,2020-09-14,76.85496520996094,0.58206,0.007573485960339242,Quarterly
MRK,2020-12-14,73.95553588867188,0.65,0.008789064837262084,Quarterly
MRK,2021-03-12,69.29229736328125,0.62023,0.008950922737462398,Quarterly
MRK,2021-06-14,74.0770492553711,0.65,0.008774647566741066,Quarterly
MRK,2021-09-14,71.43231201171875,0.65,0.009099523474661789,Quarterly
MRK,2021-12-14,73.72000122070312,0.69,0.009359739400088671,Quarterly
MET,2020-02-03,45.98499298095703,0.44,0.009568338961848045,Quarterly
MET,2020-05-07,32.323036193847656,0.46,0.014231336352231541,Quarterly
MET,2020-08-03,35.43792724609375,0.46,0.012980443150797001,Quarterly
MET,2020-11-02,37.22038650512695,0.46,0.012358818464623868,Quarterly
MET,2021-02-04,50.385169982910156,0.46,0.00912967049939545,Quarterly
MET,2021-05-10,64.99443054199219,0.48,0.00738524818199426,Quarterly
