ticker,first_trade_date,long_name,short_name,sector,industry,address,website
AZ,1610116200,A2Z Cust2Mate Solutions Corp.,A2Z Cust2Mate Solutions Corp.,Technology,Software - Application,"609 Granville Street Suite 1600 Vancouver, BC V7Y 1C3 Canada",https://cust2mate.com
AZEK,1591968600,The AZEK Company Inc.,The AZEK Company Inc.,Industrials,Building Products & Equipment,"1330 West Fulton Street Suite 350 Chicago, IL 60607 United States",https://azekco.com
AZI,1724851800,Autozi Internet Technology (Global) Ltd.,Autozi Internet Technology (Glo,Consumer Cyclical,Auto & Truck Dealerships,"Building B09 Intelligence Park No. 26 Yongtaizhuang North Road Haidian District Beijing, 065001 China",https://www.autozi.com
AZO,670602600,"AutoZone, Inc.","AutoZone, Inc.",Consumer Cyclical,Specialty Retail,"123 South Front Street Memphis, TN 38103 United States",https://www.autozone.com
AZPN,783178200,"Aspen Technology, Inc.","Aspen Technology, Inc.",Technology,Software - Application,"20 Crosby Drive Bedford, MA 01730 United States",https://www.aspentech.com
AZTA,791735400,"Azenta, Inc.","Azenta, Inc.",Healthcare,Medical Instruments & Supplies,"200 Summit Drive Burlington, MA 01803 United States",https://www.azenta.com
AZTR,1686922200,"Azitra, Inc.",Azitra Inc,Healthcare,Biotechnology,"21 Business Park Drive Branford, CT 06405 United States",https://azitrainc.com
AZZ,322151400,AZZ Inc.,AZZ Inc.,Industrials,Specialty Business Services,"One Museum Place Suite 500 3100 West 7th Street Fort Worth, TX 76107 United States",https://www.azz.com
B,322151400,Barnes Group Inc.,"Barnes Group, Inc.",Industrials,Specialty Industrial Machinery,"123 Main Street Bristol, CT 06010-6376 United States",https://www.onebarnes.com
BA,-252322200,The Boeing Company,Boeing Company (The),Industrials,Aerospace & Defense,"929 Long Bridge Drive Arlington, VA 22202-4208 United States",https://www.boeing.com
BAC,99153000,Bank of America Corporation,Bank of America Corporation,Financial Services,Banks - Diversified,"Bank of America Corporate Center 100 North Tryon Street Charlotte, NC 28255 United States",https://www.bankofamerica.com
BACK,1550068200,"IMAC Holdings, Inc.","IMAC Holdings, Inc.",Healthcare,Medical Care Facilities,"1605 Westgate Circle Brentwood, TN 37027 United States",https://www.imacholdings.com
BAER,1615987800,"Bridger Aerospace Group Holdings, Inc.",Bridger Aerospace Group Holding,Industrials,Security & Protection Services,"90 Aviation Lane Belgrade, MT 59714 United States",https://www.bridgeraerospace.com
BAFN,1610116200,BayFirst Financial Corp.,BayFirst Financial Corp.,Financial Services,Banks - Regional,"700 Central Avenue Saint Petersburg, FL 33701 United States",https://www.bayfirstfinancial.com
BAH,1290090600,Booz Allen Hamilton Holding Corporation,Booz Allen Hamilton Holding Cor,Industrials,Consulting Services,"8283 Greensboro Drive McLean, VA 22102 United States",https://www.boozallen.com
BALL,99153000,Ball Corporation,Ball Corporation,Consumer Cyclical,Packaging & Containers,"9200 West 108th Circle Westminster, CO 80021 United States",https://www.ball.com
BALY,1553866200,Bally's Corporation,Bally's Corporation,Consumer Cyclical,Resorts & Casinos,"100 Westminster Street Providence, RI 02903 United States",https://www.ballys.com
BAM,1669905000,Brookfield Asset Management Ltd.,Brookfield Asset Management Inc,Financial Services,Asset Management,"Brookfield Place Bay Wellington Tower, Suite 300 181 Bay Street Toronto, ON M5J 2T3 Canada",https://www.bam.brookfield.com
BANC,1030109400,"Banc of California, Inc.","Banc of California, Inc.",Financial Services,Banks - Regional,"11611 San Vicente Boulevard Suite 500 Los Angeles, CA 90049 United States",https://bancofcal.com
BAND,1510237800,Bandwidth Inc.,Bandwidth Inc.,Technology,Software - Infrastructure,"2230 Bandmate Way Raleigh, NC 27607 United States",https://www.bandwidth.com
BANF,638461800,BancFirst Corporation,BancFirst Corporation,Financial Services,Banks - Regional,"100 North Broadway Avenue Oklahoma City, OK 73102 United States",https://www.bancfirst.bank
BANL,1679578200,CBL International Limited,CBL International Limited,Energy,Oil & Gas Midstream,"Kuala Lumpur City Centre Level 23-2 Menara Permata Sapura Kuala Lumpur, 50088 Malaysia",https://www.banle-intl.com
BANR,815236200,Banner Corporation,Banner Corporation,Financial Services,Banks - Regional,"10 South First Avenue Walla Walla, WA 99362 United States",https://www.bannerbank.com
BAOS,1612794600,Baosheng Media Group Holdings Limited,Baosheng Media Group Holdings L,Communication Services,Advertising Agencies,"Building No. 8 East Floor 5 Xishanhui Shijingshan District Beijing, 100041 China",https://www.bsacme.com
BAP,814627800,Credicorp Ltd.,Credicorp Ltd.,Financial Services,Banks - Regional,"Calle Centenario N 156 La Molina Lima, 12 Peru",https://www.grupocredicorp.com
BARK,1608301800,"BARK, Inc.","BARK, Inc.",Consumer Cyclical,Specialty Retail,"120 Broadway 12th Floor New York, NY 10271 United States",https://bark.co
BASE,1626960600,"Couchbase, Inc.","Couchbase, Inc.",Technology,Software - Infrastructure,"3250 Olcott Street Santa Clara, CA 95054 United States",https://www.couchbase.com
BATL,1577197800,Battalion Oil Corporation,Battalion Oil Corporation,Energy,Oil & Gas E&P,"820 Gessner Road Suite 1100 Houston, TX 77024 United States",https://battalionoil.com
BATRA,1460986200,"Atlanta Braves Holdings, Inc.","Atlanta Braves Holdings, Inc. -",Communication Services,Entertainment,"Truist Park 755 Battery Avenue Atlanta, GA 30339 United States",https://www.bravesholdings.com
BATRK,1460986200,"Atlanta Braves Holdings, Inc.","Atlanta Braves Holdings, Inc. -",Communication Services,Entertainment,"Truist Park 755 Battery Avenue Atlanta, GA 30339 United States",https://www.bravesholdings.com
BAX,373041000,Baxter International Inc.,Baxter International Inc.,Healthcare,Medical Instruments & Supplies,"One Baxter Parkway Deerfield, IL 60015 United States",https://www.baxter.com
BAYA,1703860200,Bayview Acquisition Corp,Bayview Acquisition Corp,Financial Services,Shell Companies,"420 Lexington Avenue Suite 2446 New York, NY 10170 United States",
BB,918138600,BlackBerry Limited,BlackBerry Limited,Technology,Software - Infrastructure,"2200 University Avenue East Waterloo, ON N2K 0A7 Canada",https://www.blackberry.com
BBAI,1617629400,"BigBear.ai Holdings, Inc.","BigBear.ai, Inc.",Technology,Information Technology Services,"6811 Benjamin Franklin Drive Suite 200 Columbia, MD 21046 United States",https://bigbear.ai
BBCP,1503322200,"Concrete Pumping Holdings, Inc.","Concrete Pumping Holdings, Inc.",Industrials,Engineering & Construction,"500 East 84th Avenue Suite A-5 Thornton, CO 80229 United States",https://www.concretepumpingholdings.com
BBDC,1172154600,"Barings BDC, Inc.","Barings BDC, Inc.",Financial Services,Asset Management,"300 South Tryon Street Suite 2500 Charlotte, NC 28202 United States",https://www.barings.com/en-us/guest/funds/business-development-companies/barings-bdc
BBGI,950279400,"Beasley Broadcast Group, Inc.","Beasley Broadcast Group, Inc.",Communication Services,Broadcasting,"3033 Riviera Drive Suite 200 Naples, FL 34103 United States",https://bbgi.com
BBIO,1561642200,"BridgeBio Pharma, Inc.","BridgeBio Pharma, Inc.",Healthcare,Biotechnology,"3160 Porter Drive Suite 250 Palo Alto, CA 94304 United States",https://bridgebio.com
BBLG,1634131800,Bone Biologics Corporation,Bone Biologics Corp,Healthcare,Medical Devices,"2 Burlington Woods Drive Suite 100 Burlington, MA 01803 United States",https://www.bonebiologics.com
BBSI,739805400,"Barrett Business Services, Inc.","Barrett Business Services, Inc.",Industrials,Staffing & Employment Services,"8100 NE Parkway Drive Suite 200 Vancouver, WA 98662 United States",https://www.bbsi.com
BBUC,1646663400,Brookfield Business Corporation,Brookfield Business Corporation,Financial Services,Asset Management,"250 Vesey Street 15th Floor New York, NY 10281-0221 United States",https://www.brookfield.com
BBW,1098970200,"Build-A-Bear Workshop, Inc.","Build-A-Bear Workshop, Inc.",Consumer Cyclical,Specialty Retail,"415 South 18th Street Suite 200 Saint Louis, MO 63103 United States",https://www.buildabear.com
BBWI,386519400,"Bath & Body Works, Inc.","Bath & Body Works, Inc.",Consumer Cyclical,Specialty Retail,"Three Limited Parkway Columbus, OH 43230 United States",https://www.bbwinc.com
BBY,482682600,"Best Buy Co., Inc.","Best Buy Co., Inc.",Consumer Cyclical,Specialty Retail,"7601 Penn Avenue South Richfield, MN 55423 United States",https://corporate.bestbuy.com
BC,378657000,Brunswick Corporation,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,"26125 North Riverwoods Boulevard Suite 500 Mettawa, IL 60045-3420 United States",https://www.brunswick.com
BCAB,1608129000,"BioAtla, Inc.","BioAtla, Inc.",Healthcare,Biotechnology,"11085 Torreyana Road San Diego, CA 92121 United States",https://www.bioatla.com
BCAL,1131633000,California BanCorp.,California BanCorp,Financial Services,Banks - Regional,"12265 El Camino Real Suite 210 San Diego, CA 92130 United States",https://www.banksocal.com
BCAN,1654003800,Femto Technologies Inc.,Femto Technologies Inc.,Technology,Software - Application,7000 Akko Road Kiryat Motzkin Israel,https://cannasoft-crm.com
BCAX,1726234200,Bicara Therapeutics Inc.,Bicara Therapeutics Inc.,Healthcare,Biotechnology,"116 Huntington Avenue Suite 703 Boston, MA 02116 United States",https://www.bicara.com
BCBP,1066224600,"BCB Bancorp, Inc.","BCB Bancorp, Inc. (NJ)",Financial Services,Banks - Regional,"104-110 Avenue C Bayonne, NJ 07002 United States",https://www.bcb.bank
BCC,1360161000,Boise Cascade Company,"Boise Cascade, L.L.C.",Basic Materials,Building Materials,"1111 West Jefferson Street Suite 300 Boise, ID 83702-5389 United States",https://www.bc.com
BCDA,847895400,"BioCardia, Inc.","BioCardia, Inc.",Healthcare,Biotechnology,"320 Soquel Way Sunnyvale, CA 94085 United States",https://www.biocardia.com
BCE,406218600,BCE Inc.,"BCE, Inc.",Communication Services,Telecom Services,"Building A 4th Floor 1 Carrefour Alexander-Graham-Bell Verdun, QC H3E 3B3 Canada",https://www.bce.ca
BCG,1711546200,"Binah Capital Group, Inc.","Binah Capital Group, Inc.",Financial Services,Asset Management,"80 State Street Albany, NY 12207 United States",https://www.wentworthms.com
BCLI,1065533400,Brainstorm Cell Therapeutics Inc.,Brainstorm Cell Therapeutics In,Healthcare,Biotechnology,"1325 Avenue of Americas 28th Floor New York, NY 10019 United States",https://www.brainstorm-cell.com
BCML,1131633000,BayCom Corp,BayCom Corp,Financial Services,Banks - Regional,"500 Ygnacio Valley Road Suite 200 Walnut Creek, CA 94596 United States",https://www.unitedbusinessbank.com
BCO,820679400,The Brink's Company,Brinks Company (The),Industrials,Security & Protection Services,"1801 Bayberry Court Richmond, VA 23226-8100 United States",https://www.brinks.com
BCOV,1329489000,Brightcove Inc.,Brightcove Inc.,Technology,Software - Application,"281 Summer Street Boston, MA 02210 United States",https://www.brightcove.com
BCOW,1547044200,"1895 Bancorp of Wisconsin, Inc.","1895 Bancorp of Wisconsin, Inc.",Financial Services,Banks - Regional,"7001 West Edgerton Avenue Greenfield, WI 53220 United States",https://www.1895bancorpofwisconsin.com
BCPC,518189400,Balchem Corporation,Balchem Corporation,Basic Materials,Specialty Chemicals,"5 Paragon Drive Montvale, NJ 07645 United States",https://www.balchem.com
BCRX,762791400,"BioCryst Pharmaceuticals, Inc.","BioCryst Pharmaceuticals, Inc.",Healthcare,Biotechnology,"4505 Emperor Boulevard Suite 200 Durham, NC 27703 United States",https://www.biocryst.com
BCSA,1640961000,Blockchain Coinvestors Acquisition Corp. I,Blockchain Coinvestors Acquisit,Financial Services,Shell Companies,"Boundary Hall Cricket Square PO Box 1093 Grand Cayman, KY1-1102 Cayman Islands",https://www.blockchaincac1.com
BCSF,1542292200,"Bain Capital Specialty Finance, Inc.","Bain Capital Specialty Finance,",Financial Services,Asset Management,"200 Clarendon Street Boston, MA 02116 United States",https://www.baincapitalspecialtyfinance.com
BCTX,1331731800,BriaCell Therapeutics Corp.,BriaCell Therapeutics Corp.,Healthcare,Biotechnology,"Bellevue Centre Suite 300 235 -15th Street West Vancouver, BC V7T 2X1 Canada",https://briacell.com
BDC,754151400,Belden Inc.,Belden Inc,Technology,Communication Equipment,"1 North Brentwood Boulevard 15th Floor Saint Louis, MO 63105 United States",https://www.belden.com
BDL,99153000,"Flanigan's Enterprises, Inc.","Flanigan's Enterprises, Inc.",Consumer Cyclical,Restaurants,"5059 N.E. 18th Avenue Fort Lauderdale, FL 33334 United States",https://www.flanigans.net
BDMD,1639665000,Baird Medical Investment Holdings Limited,Baird Medical Investment Holdin,Healthcare,Medical Devices,"Room 202 2/F, Baide Building Building 11 No.15 Rongtong Street, Yuexiu District Guangzhou, 510000 China",https://www.bairdmed.com
BDSX,1603891800,"Biodesix, Inc.","Biodesix, Inc.",Healthcare,Diagnostics & Research,"919 West Dillon Road Louisville, CO 80027 United States",https://www.biodesix.com
BDTX,1580481000,"Black Diamond Therapeutics, Inc.","Black Diamond Therapeutics, Inc",Healthcare,Biotechnology,"One Main Street 14th Floor Cambridge, MA 02142 United States",https://www.blackdiamondtherapeutics.com
BDX,99153000,"Becton, Dickinson and Company","Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,"1 Becton Drive Franklin Lakes, NJ 07417-1880 United States",https://www.bd.com
BE,1532525400,Bloom Energy Corporation,Bloom Energy Corporation,Industrials,Electrical Equipment & Parts,"4353 North First Street San Jose, CA 95134 United States",https://www.bloomenergy.com
BEAM,1580999400,Beam Therapeutics Inc.,Beam Therapeutics Inc.,Healthcare,Biotechnology,"238 Main Street 9th Floor Cambridge, MA 02142-1016 United States",https://beamtx.com
BEAT,1636641000,"HeartBeam, Inc.","Heartbeam, Inc.",Healthcare,Health Information Services,"2118 Walsh Avenue Suite 210 Santa Clara, CA 95050 United States",https://www.heartbeam.com
BECN,1095946200,"Beacon Roofing Supply, Inc.","Beacon Roofing Supply, Inc.",Industrials,Industrial Distribution,"505 Huntmar Park Drive Suite 300 Herndon, VA 20170 United States",https://www.becn.com
BEEM,1272893400,Beam Global,Beam Global,Technology,Solar,"5660 Eastgate Drive San Diego, CA 92121 United States",https://www.beamforall.com
BEEP,1693229400,Mobile Infrastructure Corporation,Mobile Infrastructure Corporati,Industrials,Infrastructure Operations,"30 West 4th Street Cincinnati, OH 45202 United States",https://www.mobileit.com
BELFA,439569000,Bel Fuse Inc.,Bel Fuse Inc.,Technology,Electronic Components,"300 Executive Drive Suite 300 West Orange, NJ 07052 United States",https://www.belfuse.com
BELFB,900077400,Bel Fuse Inc.,Bel Fuse Inc.,Technology,Electronic Components,"300 Executive Drive Suite 300 West Orange, NJ 07052 United States",https://www.belfuse.com
BEN,433171800,"Franklin Resources, Inc.","Franklin Resources, Inc.",Financial Services,Asset Management,"One Franklin Parkway San Mateo, CA 94403 United States",https://www.franklinresources.com
BENF,1638541800,Beneficient,Beneficient,Financial Services,Asset Management,"325 North Saint Paul Street Suite 4850 Dallas, TX 75201 United States",https://www.trustben.com
BEPC,1595597400,Brookfield Renewable Corporation,Brookfield Renewable Corporatio,Utilities,Utilities - Renewable,"250 Vesey Street 15th Floor New York, NY 10281-1023 United States",https://bep.brookfield.com/bepc
BERY,1349357400,"Berry Global Group, Inc.","Berry Global Group, Inc.",Consumer Cyclical,Packaging & Containers,"101 Oakley Street Evansville, IN 47710 United States",https://www.berryglobal.com
BETR,1619789400,Better Home & Finance Holding Company,Better Home & Finance Holding C,Financial Services,Mortgage Finance,"3 World Trade Center 175 Greenwich Street 57th Floor New York, NY 10007 United States",https://better.com
BF-A,105283800,Brown-Forman Corporation,Brown Forman Inc,Consumer Defensive,Beverages - Wineries & Distilleries,"850 Dixie Highway Louisville, KY 40210 United States",https://www.brown-forman.com
BF-B,322151400,Brown-Forman Corporation,Brown Forman Inc,Consumer Defensive,Beverages - Wineries & Distilleries,"850 Dixie Highway Louisville, KY 40210 United States",https://www.brown-forman.com
BFAC,1643985000,Battery Future Acquisition Corp.,Battery Future Acquisition Corp,Financial Services,Shell Companies,"8 The Green Suite 18195 Dover, DE 19901 United States",https://www.futureacquisition.com
BFAM,1359124200,Bright Horizons Family Solutions Inc.,Bright Horizons Family Solution,Consumer Cyclical,Personal Services,"2 Wells Avenue Newton, MA 02459 United States",https://www.brighthorizons.com
BFC,1066224600,Bank First Corporation,Bank First Corporation,Financial Services,Banks - Regional,"402 North 8th Street Manitowoc, WI 54220 United States",https://www.bankfirst.com
BFH,992611800,"Bread Financial Holdings, Inc.","Bread Financial Holdings, Inc.",Financial Services,Credit Services,"3095 Loyalty Circle Columbus, OH 43219 United States",https://www.breadfinancial.com
BFIN,1119965400,BankFinancial Corporation,BankFinancial Corporation,Financial Services,Banks - Regional,"60 North Frontage Road Burr Ridge, IL 60527 United States",https://www.bankfinancial.com
BFLY,1594647000,"Butterfly Network, Inc.","Butterfly Network, Inc.",Healthcare,Medical Devices,"1600 District Avenue Burlington, MA 01803 United States",https://www.butterflynetwork.com
BFRG,1676298600,"Bullfrog AI Holdings, Inc.","Bullfrog AI Holdings, Inc.",Healthcare,Health Information Services,"325 Ellington Boulevard Unit 317 Gaithersburg, MD 20878 United States",https://www.bullfrogai.com
BFRI,1635514200,Biofrontera Inc.,Biofrontera Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,"120 Presidential Way Suite 330 Woburn, MA 01801 United States",https://www.biofrontera-us.com
BFST,1524490200,"Business First Bancshares, Inc.","Business First Bancshares, Inc.",Financial Services,Banks - Regional,"500 Laurel Street Suite 101 Baton Rouge, LA 70801 United States",https://www.b1bank.com
BG,996759000,Bunge Global SA,Bunge Limited,Consumer Defensive,Farm Products,"1391 Timberlake Manor Parkway Chesterfield, MO 63017 United States",https://www.bunge.com
BGC,944836200,"BGC Group, Inc.","BGC Group, Inc.",Financial Services,Capital Markets,"499 Park Avenue New York, NY 10022 United States",https://www.bgcg.com
BGFV,1025011800,Big 5 Sporting Goods Corporation,Big 5 Sporting Goods Corporatio,Consumer Cyclical,Specialty Retail,"2525 East El Segundo Boulevard El Segundo, CA 90245 United States",https://www.big5sportinggoods.com
BGI,1132065000,Birks Group Inc.,Birks Group Inc.,Consumer Cyclical,Luxury Goods,"2020 Robert-Bourassa Boulevard Suite 200 Montreal, QC H3A 2A5 Canada",https://www.brinkhaus.com
BGLC,1610116200,BioNexus Gene Lab Corp.,BioNexus Gene Lab Corp,Basic Materials,Specialty Chemicals,"Tower B, Avenue 3 Unit 02, Level 10 The Vertical Business Suite II Bangsar South 8 Jalan Kerinchi Kuala Lumpur, 59200 Malaysia",https://www.bionexusgenelab.com
BGM,1610461800,BGM Group Ltd,Qilian International Holding Gr,Healthcare,Drug Manufacturers - Specialty & Generic,"No. 152 Hongliang East 1st Street No. 1703, Tianfu New District Chengdu, 610200 China",https://www.bgm.ltd
BGS,1179927000,"B&G Foods, Inc.","B&G Foods, Inc.",Consumer Defensive,Packaged Foods,"Four Gatehall Drive Parsippany, NJ 07054 United States",https://www.bgfoods.com
BGSF,1398778200,"BGSF, Inc.","BGSF, Inc.",Industrials,Staffing & Employment Services,"5850 Granite Parkway Suite 730 Plano, TX 75024 United States",https://bgsf.com
BH,322151400,Biglari Holdings Inc.,Biglari Holdings Inc.,Consumer Cyclical,Restaurants,"19100 Ridgewood Parkway Suite 1200 San Antonio, TX 78259 United States",https://www.biglariholdings.com
BH-A,1525267800,Biglari Holdings Inc.,Biglari Holdings Inc.,Consumer Cyclical,Restaurants,"19100 Ridgewood Parkway Suite 1200 San Antonio, TX 78259 United States",https://www.biglariholdings.com
BHAT,1564147800,Blue Hat Interactive Entertainment Technology,Blue Hat Interactive Entertainm,Communication Services,Electronic Gaming & Multimedia,"Building C 7th Floor No. 1010 Anling Road Huli District Xiamen, 361009 China",https://www.bluehatgroup.com
BHB,875021400,Bar Harbor Bankshares,"Bar Harbor Bankshares, Inc.",Financial Services,Banks - Regional,"82 Main Street PO Box 400 Bar Harbor, ME 04609-0400 United States",https://www.barharbor.bank
BHC,764951400,Bausch Health Companies Inc.,Bausch Health Companies Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,"2150 St. ElzEar Boulevard West Laval, QC H7L 4A8 Canada",https://www.bauschhealth.com
BHE,646493400,"Benchmark Electronics, Inc.","Benchmark Electronics, Inc.",Technology,Electronic Components,"56 South Rockford Drive Tempe, AZ 85281 United States",https://www.bench.com
BHF,1500298200,"Brighthouse Financial, Inc.","Brighthouse Financial, Inc.",Financial Services,Insurance - Life,"11225 North Community House Road Charlotte, NC 28277 United States",https://www.brighthousefinancial.com
BHIL,1614349800,"Benson Hill, Inc.","Benson Hill, Inc.",Basic Materials,Agricultural Inputs,"1001 North Warson Road Suite 200 Saint Louis, MO 63132 United States",https://bensonhill.com
BHLB,962199000,"Berkshire Hills Bancorp, Inc.","Berkshire Hills Bancorp, Inc.",Financial Services,Banks - Regional,"60 State Street Boston, MA 02109 United States",https://www.berkshirebank.com
BHM,1664371800,"Bluerock Homes Trust, Inc.","Bluerock Homes Trust, Inc.",Real Estate,REIT - Residential,"1345 Avenue of the Americas 32nd Floor New York, NY 10105 United States",https://bluerock.com/bluerock-homes-trust/
BHRB,1065533400,Burke & Herbert Financial Services Corp.,Burke & Herbert Financial Servi,Financial Services,Banks - Regional,"100 S. Fairfax Street Alexandria, VA 22314 United States",https://www.burkeandherbertbank.com
BHVN,1663939800,Biohaven Ltd.,Biohaven Ltd.,Healthcare,Biotechnology,"215 Church Street New Haven, CT 06510 United States",https://www.biohaven.com
BIAF,1662039000,"bioAffinity Technologies, Inc.","bioAffinity Technologies, Inc.",Healthcare,Diagnostics & Research,"22211 West Interstate 10 Suite 1206 San Antonio, TX 78257 United States",https://www.bioaffinitytech.com
BIGC,1596634200,"BigCommerce Holdings, Inc.","BigCommerce Holdings, Inc. - Se",Technology,Software - Application,"11305 Four Points Drive Suite 100 Building II Austin, TX 78726 United States",https://www.bigcommerce.com
BIIB,685114200,Biogen Inc.,Biogen Inc.,Healthcare,Drug Manufacturers - General,"225 Binney Street Cambridge, MA 02142 United States",https://www.biogen.com
BILL,1576161000,"BILL Holdings, Inc.","BILL Holdings, Inc.",Technology,Software - Application,"6220 America Center Drive Suite 100 San Jose, CA 95002 United States",https://www.bill.com
BIO,320509800,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,"1000 Alfred Nobel Drive Hercules, CA 94547 United States",https://www.bio-rad.com
BIO-B,937920600,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,"1000 Alfred Nobel Drive Hercules, CA 94547 United States",https://www.bio-rad.com
BIOA,1727357400,"BioAge Labs, Inc.","BioAge Labs, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,"1445A South 50th Street Richmond, CA 94804 United States",https://bioagelabs.com
BIOR,1592573400,"Biora Therapeutics, Inc.","Biora Therapeutics, Inc.",Healthcare,Biotechnology,"4330 La Jolla Village Drive Suite 300 San Diego, CA 92122 United States",https://www.bioratherapeutics.com
BIOX,1521725400,Bioceres Crop Solutions Corp.,Bioceres Crop Solutions Corp.,Basic Materials,Agricultural Inputs,"Ocampo 210 bis Predio CCT Rosario, 2000 Argentina",https://investors.biocerescrops.com/home/default.aspx
BIPC,1585661400,Brookfield Infrastructure Corporation,Brookfield Infrastructure Corpo,Utilities,Utilities - Regulated Gas,"250 Vesey Street 15th Floor New York, NY 10281-0221 United States",https://bip.brookfield.com/bipc
BIRD,1635946200,"Allbirds, Inc.","Allbirds, Inc.",Consumer Cyclical,Apparel Retail,"730 Montgomery Street San Francisco, CA 94111 United States",https://www.allbirds.com
BIRK,1697031000,Birkenstock Holding plc,Birkenstock Holding plc,Consumer Cyclical,Footwear & Accessories,"1-2 Berkeley Square London, W1J 6EA United Kingdom",https://www.birkenstock-holding.com
BITF,1565962200,Bitfarms Ltd.,Bitfarms Ltd.,Financial Services,Capital Markets,"110 Yonge Street Suite 1601 Toronto, ON M5C 1C4 Canada",https://www.bitfarms.com
BIVI,1600435800,BioVie Inc.,BioVie Inc.,Healthcare,Biotechnology,"680 West Nye Lane Suite 204 Carson City, NV 89703 United States",https://bioviepharma.com
BJ,1530192600,"BJ's Wholesale Club Holdings, Inc.","BJ's Wholesale Club Holdings, I",Consumer Defensive,Discount Stores,"350 Campus Drive Marlborough, MA 01752 United States",https://www.bjs.com
BJDX,1636554600,"Bluejay Diagnostics, Inc.","Bluejay Diagnostics, Inc.",Healthcare,Medical Devices,"360 Massachusetts Avenue Suite 203 Acton, MA 01720 United States",https://bluejaydx.com
BJRI,844867800,"BJ's Restaurants, Inc.","BJ's Restaurants, Inc.",Consumer Cyclical,Restaurants,"7755 Center Avenue Suite 300 Huntington Beach, CA 92647 United States",https://www.bjsrestaurants.com
BK,105283800,The Bank of New York Mellon Corporation,The Bank of New York Mellon Cor,Financial Services,Banks - Diversified,"240 Greenwich Street New York, NY 10286 United States",https://www.bny.com
BKD,1132669800,Brookdale Senior Living Inc.,Brookdale Senior Living Inc.,Healthcare,Medical Care Facilities,"111 Westwood Place Suite 400 Brentwood, TN 37027 United States",https://www.brookdale.com
BKE,705331800,"The Buckle, Inc.","Buckle, Inc. (The)",Consumer Cyclical,Apparel Retail,"2407 West 24th Street Kearney, NE 68845-4915 United States",https://www.buckle.com
BKH,99239400,Black Hills Corporation,Black Hills Corporation,Utilities,Utilities - Regulated Gas,"7001 Mount Rushmore Road Rapid City, SD 57702 United States",https://www.blackhillscorp.com
BKHA,1715607000,Black Hawk Acquisition Corporation,Black Hawk Acquisition Corporat,Financial Services,Shell Companies,"4125 Blackhawk Plaza Circle Suite 166 Danville, CA 94506 United States",
BKKT,1605796200,"Bakkt Holdings, Inc.","Bakkt Holdings, Inc.",Technology,Software - Infrastructure,"10000 Avalon Boulevard Suite 1000 Alpharetta, GA 30009 United States",https://www.bakkt.com
BKNG,922890600,Booking Holdings Inc.,Booking Holdings Inc. Common St,Consumer Cyclical,Travel Services,"800 Connecticut Avenue Norwalk, CT 06854 United States",https://www.bookingholdings.com
BKR,544714200,Baker Hughes Company,Baker Hughes Company,Energy,Oil & Gas Equipment & Services,"575 North Dairy Ashford Road Suite 100 Houston, TX 77079-1121 United States",https://www.bakerhughes.com
BKSY,1576852200,BlackSky Technology Inc.,BlackSky Technology Inc.,Technology,Scientific & Technical Instruments,"13241 Woodland Park Road Suite 300 Herndon, VA 20171 United States",https://www.blacksky.com
BKTI,322237800,BK Technologies Corporation,BK Technologies Corporation,Technology,Communication Equipment,"7100 Technology Drive West Melbourne, FL 32904 United States",https://www.bktechnologies.com
BKU,1296225000,"BankUnited, Inc.","BankUnited, Inc.",Financial Services,Banks - Regional,"14817 Oak Lane Miami Lakes, FL 33016 United States",https://www.bankunited.com
BKV,1727357400,BKV Corporation,BKV Corporation,Energy,Oil & Gas E&P,"1200 17th Street Suite 2100 Denver, CO 80202 United States",https://bkv.com
BKYI,856535400,"BIO-key International, Inc.","BIO-key International, Inc.",Industrials,Security & Protection Services,"101 Crawfords Corner Road Suite 4116 Holmdel, NJ 07753 United States",https://www.bio-key.com
BL,1477661400,"BlackLine, Inc.","BlackLine, Inc.",Technology,Software - Application,"21300 Victory Boulevard 12th Floor Woodland Hills, CA 91367 United States",https://www.blackline.com
BLAC,1679405400,Bellevue Life Sciences Acquisition Corp.,Bellevue Life Sciences Acquisit,Financial Services,Shell Companies,"10900 NE 4th Street Suite 2300 Bellevue, WA 98004 United States",https://www.bellevuespac.com
BLBD,1395322200,Blue Bird Corporation,Blue Bird Corporation,Industrials,Farm & Heavy Construction Machinery,"3920 Arkwright Road 2nd Floor Macon, GA 31210 United States",https://www.blue-bird.com
BLBX,1470058200,Blackboxstocks Inc.,Blackboxstocks Inc.,Technology,Software - Application,"5430 LBJ Freeway Suite 1485 Dallas, TX 75240 United States",https://www.blackboxstocks.com
BLCO,1651843800,Bausch + Lomb Corporation,Bausch + Lomb Corporation,Healthcare,Medical Instruments & Supplies,"520 Applewood Crescent Vaughan, ON L4K 4B4 Canada",https://www.bausch.com
